input_corrector,output_corrector,tag,explanation
"Neste momento nos que podamos darnos de conta do que está a suceder coa perda de interese das principais manifestacións científico-culturais, é cando deberíamos pensar todos os cidadans que é o que estamos a facer mal e se o que queremos, para o futuro das vindeiras xeracións é que aspiren a traballar como tronistas dalgún reality televisivo.","Neste momento podemos darnos de conta do que está a suceder coa perda de interese polas principais manifestacións científico-culturais, é cando debemos pensar todos os cidadáns que é o que estamos facendo mal e se o que queremos, para as futuras xeracións, é que aspiren a traballar coma tronistas dalgúns realities televisivos.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre os verbos e a corrección de ""nos"" a ""podemos"", así como a corrección de ""vindeiras"" a ""futuras"" e a corrección de ""tronistas"" a ""tronistas"" e ""reality"" a ""realities""."
"En resumen, creo que todos deberíamos valorar máis outras cousas non tan materialistas, e chamar a alguén, aínda que sepas que está traballando, só en caso de emerxencia.","En resumo, creo que todos deberiamos valorar máis outras cousas non tan materialista, e chamar a alguén, aínda que sepa que estea traballando, so en caso de emerxencia.",1,"O output_corrector non é adecuado porque introduciu un erro entre “materialistas” e “materialista”, e tamén un erro entre “sepas” e “sepa”, e un erro de concordancia entre “so” e “en caso de emerxencia”."
"Cando deberíamos plantearnos a idea de que eles xa tiveron a nosa idade, e que as súas hormonas tamén estiveron ""dando tumbos"" pola súa cabeza.","Cando deberiamos plantearnos a idea de que elas xa tiveron a nosa idade, e que as súas hormonas tamén estiveran dando tumbos pola súa cabeza.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “deberíamos” e “elas”, que non existía no input_corrector."
"Desde moi pequenos recibimos diferentes influencias que nos marcan para o resto das nosas vidas, creando ilusións que nunca poderemos cumplir, debido a nosa condición social, ao noso físico etc... Primeiramente cabe dicir que ter aspiracións altas na vida no é algo malo, senón todo o contrario, xa que senón sempre estaríamos na nosa zona de confort.","Desde moi pequenos recibimos diferentes influencias que nos marcan para o resto das nosas vidas, creando ilusións que nunca podremos cumprir, debido á nosa condición social, ao noso físico etc… Primeiramente cabe dicir que ter aspiracións altas na vida non é algo malo, senón todo o contrario, xa que sen elas sempre estariamos na nosa zona de conforto.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección de ""senón"" a ""sen elas""."
"Estou de acordo que o pai non lle dé a razón a súa filla se non a ten porque él non pode contradicir a educación que súa nai lle está impoñendo, me refiro a que si un lle consinte unha cousa e outro non lla consinte eso é unha mala referencia para a adolescente.","Estou de acordo con que o pai non lle dea a razón á súa filla se non a ten porque el non pode contradícir a educación que a súa nai lle está impoñendo, referíndome a que se un lle consente unha cousa e outro non llo consente iso é unha mala referencia para a adolescente.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección de ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"" a ""llo"" para ""llo"
A adolescente quere ir a sitios caros e o pai lle di que hai moitos máis sitios para comprala rebaixada.,A adolescente quere ir a lugares caros e o pai díxolle que hai moitos outros lugares onde mercar roupa rebentada.,1,"O output_corrector non é adecuado porque introduciu un erro entre “llei” e “dixolle”, que non existía no input_corrector."
"A rapaza precisa de chamar a atención dos seus pais (os cales non estarán moito na casa), é o fai de forma caprichosa.","A rapaza precisa de chamar a atención dos seus pais (os cales non estarán moito na casa), faino de forma caprichosa.",1,"O output_corrector non é adecuado porque non se modificou o input_corrector, o cal contén un erro entre “é” e “fai”."
"E estos conflictos familiares se desvanecen, lóxicamente todos nos tenemos pequenos roces aos 15, 30 ou 40 anos cos nosos pais, familiares e amigos, pero é o normal.","E estes conflitos familiares se desvanecen, lóxicamente todos nós temos pequenos roces aos 15, 30 ou 40 anos cos nosos pais, familiares e amigos, pero é o normal.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “estos” e “conflitos” e entre “nos” e “temos”.
"A parte xa o simple feito de que as nenas queran ser modelos e os nenos futbolistas, nós amosa esa desigualdad que nós debemos erradicar.","A parte xa só o simples feito de que as nenas queiran ser modelos e os nenos futbolistas, nos amósanos esa desigualdade que debemos erradicar.",1,"O output_corrector non é adecuado porque introduciu erros no uso de verbos e nos pronomes, que non existían no input_corrector."
"Na época de adolescencia é unha época chea de conflictos xa que é unha etapa dura nosas vidas, e cando somos tan novos e inexpertos necesitamos o apoio de figuras paternas e maternas, sen embargo non é unha tarea doada xa que é a idade con máis cambios de humor e incomprensión por parte dos nenos xa que está chea de cambios, tanto corporales como na mentalidade.","Na época de adolescencia é unha época chea de conflitos xa que é unha etapa dura das nosas vidas, e cando somos tan novos e inexpertos necesitamos o apoio de figuras paternais e maternas, sen embargo non é unha tarefa doada xa que é a idade con máis cambios de humor e incomprensión por parte dos nenos xa que está chea de cambios, tanto corporais coma na mentalidade.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de pluralización de “conflitos” e a corrección de “tarefa” a “tarefa doada”, e tamén a corrección de “paternas” a “paternais” e “maternas”."
"É así, que temos que tentar favorecer e axudar á sociedade da cultura, da información e de igualdade, onde todo non estea dominado polos cartos, e sexan estes os que inflúen aos nosos xoves.","É así, que temos que intentar favorecer e axudar á sociedade da cultura, da información e de igualdade, onde todo non estea dominado polos cartos, e sexan estes os que inflúan nos nosos mozos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “tentar” e “favorecer”, e tamén corrixu o erro de pluralidade entre “xoves” e “mozos”."
"Os nenos non teñen a heroes como científicos ou feministas, xa que son os estándares da sociedade actual os que non os valoran en sí.","Os nenos non teñen heroes coma científicos ou feministas, xa que son os estándares da sociedade actual os que non os valoran en si mesmos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “a” e “heroes” e tamén mellorou a expresión para unha maior claridade.
"Por iso, temos que cambiar, dende o meu punto, o ensino e os valores que estan mamando os máis pequenos.","Por iso, temos que cambiar, desde o meu punto, o ensino e os valores que están mamando os máis pequenos.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dende” e “meu punto”, cambiando a preposición para unha forma correcta."
Os pais hoxe en día teñen unha difícil labor cos fillos.,Os pais hoxe en día teñen unha difícil tarefa cos fillos.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “labor” e “tarefa”.
Estou de acordo con que non fixeron unha labor cultural pero si un esforzo físico progresivo.,Estou de acordo con que non fixeron unha labor cultural pero si un esforzo físico progresivo.,0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"Estes rapaces son o futuro da cultura galega e se non coñecen os orixes da súa cultura, que será cando estes rapaces e rapazas teñan fillos?","Estes rapaces son o futuro da cultura galega e se non coñecen os seus orixes, que será cando estas persoas teñan fillos?",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “súa” e “orixes” e tamén corrixiu a expresión “estes rapaces e rapazas” para “estas persoas”.
Todo isto produce un empobrecemento cultural da sociedade xa que o que importa é o fútbol e a vida das distintas personaxes públicas.,Todo isto produce un empobrecimento cultural da sociedade xa que o que importa é o fútbol e a vida das distintas persoas públicas.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “personaxes” e “públicas” cambiando a palabra por “persoas”.
"Chegamos a esta situación pola cultura do carto rápido como menciona o texto de Mercedes Queixas, a sociedade promove a búsqueda de fortuna a cambio de nada en lugar de buscar o reconocimento social por unha labor ben feita.","Chegamos a esta situación pola cultura do carro rápido como menciona o texto de Mercedes Queixas, a sociedade promove a busca da fortuna a cambio de nada en lugar de buscar o recoñecemento social por unha labor ben feita.",1,"O output_corrector non é adecuado porque introduciu un erro entre “carto” e “rápido”, e tamén entre “reconocimento” e “recoñecemento”, que non existían no input_corrector."
"Toda esta xente trascendeu, deixando tras de si un legado que fai posible a sociedade na que vivimos.","Toda esta xente transcendeu, deixando tras de si un legado que fai posible a sociedade na que vivimos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “trascendeu” e “transcendeu”.
A confianza e o respeto veñen ligados á educación.,A confianza e o respecto veñen ligados á educación.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “respeto” e “respecto”.
"Na miña opinión, visto dende fóra, o problema entre Vanesa e os seus pais é a rebeldía e o seu desexo de facer o que lle ven en gana Aínda así, non apoio que os pais lle falten ao respeto aos seus fillos cando non fan o que deben ou levan unha mala racha.","Na miña opinión, visto dende fóra, o problema entre Vanesa e os seus pais é a rebeldía e o seu desexo de facer o que lles ve en gana; aínda así, non apoio que os pais lles falten ao respecto aos seus fillos cando non fan o que deben ou levan unha mala racha.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “lles” e “ve” e tamén corrixu “respeto” a “respecto”.
A falta de educación é un problema moi grave xa que cada vez a sociedade vaise facendo máis vulgar; a falta de respeto hacia os pais orixina que non teñan respeto polas outras persoas.,A falta de educación é un problema moi grave xa que cada vez a sociedade vai facéndose máis vulgar; a falta de respecto cara aos pais origina que non teñamos respecto por outras persoas.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o singular e o plural, e a corrección de ""vaise"" a ""vai"" e ""orixina"" a ""origina""."
"Imos crecendo e xogamos ás bonecas, e son tan perfetas, altas e delgadas.","Iremos medrando e xogaremos coas bonecas, e serán tan perfectas, altas e esbeltas.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia verbal e a corrección de palabras."
"En conclusión, o mellor que podes facer é educar a teu fillo dunha maneira adecuada, non só polo simple feito de que sempre che pida cousas, se non, porque a súa actitude contigo será totalmente diferente.","En conclusión, o mellor que podes facer é educar a túa filla dunha maneira axeitada, non só polo simples feito de que ela te pida constantemente cousas, senón tamén por mor da súa actitude cara ti.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de ""fillo"" a ""filla"" e a corrección de ""se non"" a ""senón tamén por mor da""."
"Isto pasou, pasa e pasará por que todos somos nenos nalgún momento na nosa vida, eu penso nos nosos pais e penso pobres, o que lle facemos pasar.","Isto pasou, pasa e pasará porque todos somos nenos nalgún momento da nosa vida, penso nos meus pais e penso pobres, o que lles fixemos pasar.",1,"O output_corrector non é adecuado porque introduciu un erro entre “lle” e “facemos” e tamén entre “meus” e “pobres”, que non existían no input_corrector."
"Non é só pola ropa, se nón que agora coa época da tecnoloxía gastase moito máis.","Non é só pola roupa, senón tamén porque na era tecnolóxica gastamos moito diñeiro.",1,"O output_corrector non é adecuado porque introduciu un erro entre “senón” e “tamén”, e tamén un erro de concordancia entre “gastamos” e “diñeiro”."
A realidade non é tan negativa como a presenta se non que ese feito e algo moi normal.,A realidade non é tan negativa como a presenta; se non que ese feito é algo moi normal.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “e” e “algo”.
"En conclusión, quizá a cultura galega en certos ámbitos non sexa o máis interesante para os rapaces, pero non é por que soamente soñen con modelos e deportistas, senon porque buscan outro tipo de cultura sexa artística, científica ou doutro tipo...","En conclusión, quizais a cultura galega en certos ámbitos non sexa o máis interesante para os rapaces, mais non é por que unicamente soñan con modelos e deportistas, senón porque buscan outro tipo de cultura sexa artística, científica ou doutra índole…",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “soamente” e “soñen” e tamén corrixu a expresión “senon porque” para “senón porque”, mellorando a gramática e a claridade do texto."
Que os mozos queran ser futbolistas ou modelos é un sono que moitos teñen na mente pero que en realidade saben que é algo moi dificil de realizar a si que é mellor que estuden a que segan con un soño que non se vai poder cumplir.,Que os mozos queren ser futbolistas ou modelos é un soño que moitos teñen na mente pero que en realidade saben que é algo moi difícil de realizar; por iso é mellor que estudien a que sigan cun soño que non se vai cumprir.,1,"O output_corrector non é adecuado porque introduciu un erro entre “queren” e “soño”, e tamén entre “cumplir” e “cumprir”, que non existían no input_corrector."
"Por parte dos pais que só queren o mellor para os seus fillos, e para os fillos que queren ter liberdade coma os adultos.","Por parte dos pais que só queren o mellor para os seus fillos, e para os fillos que queren ter liberdade coma os adultos.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
"É certo que moitos nenos e nenas teñen soños con ser futbolistas ou modelos, é de acordo a autora, non é un bo síntoma de mentalidade social.","É certo que moitos nenos e nenas teñen soños con ser futbolistas ou modelos, segundo a autora, non é un bo síntoma da súa mentalidade social.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “de acordo” e “autora”, e tamén mellorou a expresión para facela máis clara."
"Por norma xeral, neste tipo de conflitos, cando o pai ou a nai din que non a algo que a filla ou o fillo queren, adoita ser para que os fillos aprendan unha lección, co cal, sempre deberían facerlle caso aos pais, e por desgracia, isto non é así.","Por norma xeral, neste tipo de conflitos, cando o pai ou a nai din que non a algo que a filla ou o fillo queren, adoitan ser para que os fillos aprendan unha lección, polo cal, sempre deben facerlles caso ós pais, e por desgraza, isto non é así.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “adoita” a “adoitan” e a corrección de “deberían” a “deben” e “aos” a “ó”."
"Un deles é o típico que ocorre cando o pai ou, en este caso a nai, dille que non a algo que o fillo ou filla desexa.","Un deles é o típico que ocorre cando o pai ou, neste caso a nai, lle di que non a algo que o fillo ou filla desexan.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “dille” e “di”, e tamén entre “desexa” e “desexan”, que non existían no input_corrector."
Realmente deberíase cobrar en función a responsabilidade á que se esté exposto no traballo e non por saír na televisión ou en internet.,Realmente debería cobrarse en función da responsabilidade á que se estea exposta no traballo e non pola exposición mediática.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección da expresión para facela máis clara e precisa."
"Problemas como este poden levarse ao extremo como pode verse en programas como ""Hermano mayor"" onde os rapaces causan problemas serios nas casas.","Problemas coma estes poden levarse ao extremo como pode verse en programas como 'Hermano maior', onde os rapaces causan problemas serios nas casas.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “como este” e “coma estes”.
"Os nenos e nenas de hoxe en día crecen acostumados a analizar moita información que poden percibir a través de internet, anuncios pola rúa ou pola televisión, sobre todo pola televisión.","Os nenos e as nenas de hoxe en día crecen acostumados a analizar moita información que poden percibir a través de internet, anuncios pola rúa ou pola televisión, sobre todo pola televisión.",0,"O output_corrector é adecuado porque non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
estos conflictos veñen dados por ambas dúas partes xa que é unha etapa onde os fillos pasan de ser nenos a adolescentes e iso ás veces non é doado para os pais.,estes conflitos veñen dados por ambas as dúas partes xa que é unha etapa onde os fillos pasan de ser nenos a adolescentes e iso ás veces non é doado para os pais.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dúas” e “partes”.
"con isto non quero dicir que os grandes persoaxes públicos sexan uns vagos, cada un vive do que lle gusta e polo que loita.","con isto non quero dicir que os grandes persoaxes públicos son uns vagos, cada un vive do que lle gusta e polo que loita.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “sexan” e “son”, corrixindo a concordancia verbal."
Estos modelos de comportamento e seguimento deben cambiar.,Estes modelos de comportamento e seguimento deben cambiarse.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “deben” e “cambiarse”.
"Verdadeiramente, como di a autora, estos personaxes non deberían nin influenciar desta maneira nin ser capaces de persuadir á sociedade.","Verdadeiramente, como di a autora, estes personaxes non deberían nin influír nesta maneira nin ser capaces de persuadir á sociedade.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “influenciar” e “influír”.
"Todos esos momentos non se mostran e igual sería moi interesante facelo, porque nesta vida, de balde, non hai nada.","Todos eses momentos non se mostran e igual sería moi interesante facelo, porque nesta vida, de balde, non hai nada.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “Todos” e “eses”.
"No obstante os fillos nalgúns casos son moi irresponsables e non pensan que aos pais lles costa traballar para que nos poidamos disfrutar dunhas condicións de vida boas Algunas persoas non lle importa o esforzo realizado polos pais senon que se dedican a pedir diñeiro ou que lle compre roupa e eles en vez de recompensar polo menos aos seus pais estudando, pasanse o tempo saindo cos seus amigos.","No entanto, algúns dos nenos son moi desagradecidos e non valoran o traballo duro que fan os seus pais para proporcionarlles unha boa calidade de vida. Algunhas persoas non respectan o sacrificio feito por estes últimos senón que piden constantemente cartos ou cousas materiais mentres pasan o seu tempo libre con outros amigos.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, mellorando a gramática e a claridade da oración."
"Mais tamén pode ser de que o rapaz non estea ben cos seus pais e por iso haia ises problemas ou que estea con moito estrés, na cal isto pode xerar problemas temporais.","Mais tamén pode ser de que o rapaz non estea ben cos seus pais e por iso hai eses problemas ou que estea con moito estrés, no cal isto pode xerar problemas temporais.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o singular e o plural, e a corrección de ""haia"" a ""hai"" e ""ises"" a ""eses""."
"Un inconveniente máis propio da actualidade da convivencia entre pais e fillos é a gran taxa de paro xuvenil, pois, hai anos, ante unha situación familiar totalmente insostenible, o fillo só tiña que agardar aos dezaoito anos para traballar e poder saír da casa, mais, hoxe, se non quere rematar vivindo na rúa, necesita estudos para atopar un traballo, e, mentres estuda, ten que estar na casa, o que pode provocar, na maioría dos casos, que o fillo remate de madurar e faga as paces cos seus pais ou, noutros, que o fillo teña que ""buscarse a vida"", o que non sempre remata ben.","Un inconveniente máis propio da actualidade da convivencia entre pais e fillos é a grande taxa de paro xuvenil, pois, hai anos, ante unha situación familiar totalmente insostenible, o fillo só tiña que esperar ós dezaoito anos para traballar e poder saír da casa, mais, hoxe, se non quere acabar vivindo na rúa, precisa estudos para atopar un traballo, e, mentres estuda, ten que estar na casa, o que pode provocar, na maioría dos casos, que o fillo acabe de madurecer e faga as paces cos seus pais ou, noutros, que o fillo teña que 'buscarse a vida', o que non sempre acaba ben.",1,"A resposta foi corrixida para mellorar a gramática e a sintaxe, incluíndo a corrección de ""agardar"" a ""esperar"", ""gran"" a ""grande"", ""necesita"" a ""precisa"", e ""remata"" a ""acaba""."
"Estas actitudes non son boas nin pra os fillos nin pra os pais, as cales poden chegar a acabar en conflicto.","Estas actitudes non son boas nin para os fillos nin para os pais, que poden chegar a acabar en conflito.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “pra” e “para”, e tamén corrixu o erro de concordancia entre “as cales” e “poden”."
"A audiencia medra considerablemente na información deportiva, especialmente tras eventos ""sinalados"", dos cales poden estar falando e sacándolles información e temas durante un gran número de días.","A audiencia medra considerablemente na información deportiva, especialmente tras eventos ""sinalados"", dos cales poden estar falando e sacándolles información e temas durante un grande número de días.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “gran” e “número”, cambiando a forma correcta de expresar o concepto de grandeza."
"En conclusión, a mocidade, tanto pequenos como maiores, debería de deixar de centrarse en ser popular e chegar a ser quen realmente se quere, e con una cultura básica.","En conclusión, a mocidade, tanto pequenos coma maiores, debería de deixar de centrarse en ser popular e chegar a ser quen realmente se quere, e cunha cultura básica.",0,O output_corrector é adecuado porque corrixiu o erro de concordancia entre “pequenos” e “maiores” e tamén o erro de uso de “con” en lugar de “cunha”.
"Na miña opinión creo que é culpa das dúas partes: dos pais por consentir máis do que deben e dos fillos por ser demasiado egoístas O outro problema é o de ""dillo a mamá"" ou ""dillo a papá"", que é o que a maioría dos pais din ós seus fillos cando non teñen a forza para tomar unha decisión ou simplemente queren quitarse a responsabilidade de enriba.",Na miña opinión creo que é culpa das dúas partes: dos pais por consentir máis do que deben e dos fillos por ser demasiado egoísta,1,"O output_corrector non é adecuado porque o corrector eliminou o plural correcto ""egoístas"" en lugar de ""egoísta"", o que altera a gramática do texto orixinal."
"Non discuto, que ás veces pódase dar un capricho ao fillo, pero todo en exceso é malo, e ao mellor chega o momento no que non podas compracelos como sempre e estes estén mal acostumados.","Non discuto, que ás veces pódese dar un capricho ao fillo, pero todo en exceso é malo, e ao mellor chega o momento no que non poidas complacelo coma sempre e este estea mal acostumado.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre ""poidas"" e ""complacelo"" e a corrección de ""estén"" a ""este estea""."
"A importancia da imaxe persoal ten máis valor que nunca, deixando como consecuencia, atrás todo tipo de coñecementos que lle axuden a mellorar como persoa.","A importancia da imaxe persoal ten máis valor que nunca, deixando como consecuencia, atrás todo tipo de coñecementos que lle axudan a mellorar como persoa.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “axuden” e “axudan”.
"Os pais, preocupados polos seus fillos, a súa estabilidade e o seu futuro, ás veces, intentan dar unha gran protección e pouca liberdade aos seus fillos que acaba por aborrecer a estes creando así un malestar no ambiente familiar.","Os pais, preocupados polo s seus fillos, pola súa estabilidade e polo seu futuro, ás veces, intentan darlles unha grande protección e pouca liberdade que acabará por aborrecelos a eles mesmos, creando así un malestar na familia.",1,"O output_corrector non é adecuado porque introduciu erros como a falta de concordancia entre ""s"" e ""súa"" e ""s"" e ""seu"", e tamén ""aborrecer"" en lugar de ""aborrecelos"". Estes erros non existían no input_corrector."
"En conclusión, a protección dos pais aos cativos é necesaria, así como o consello destes, e aínda sendo esta en xusta medida os problemas de entendemento na casa nestas idades son prácticamente inevitables.","En conclusión, a protección dos pais aos cativos é necesaria, así como o seu consello, e aínda que sexa esta en xusta medida os problemas de entendemento na casa nestes anos son practicamente inevitables.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “destes” e “consello”, e tamén corrixu o erro de “idades” a “anos”."
"Por outra banda una sobreprotección do menor por parte dos pais, pode levar a este a una inestabilidade moi perigosa en todolos ámbitos da rutina diaria.","Por outra banda unha sobreprotección do menor por parte dos pais, pode levalos a unha inestabilidade moi perigosa en todos os ámbitos da súa rutina diaria.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre ""unha"" e ""sobreprotección"", e a corrección de ""levar"" a ""levalos"" para concordar con o suxeito plural."
"Ensinemos os nenos o verdadeiro significado do valor, de a gran riqueza.","Ensinémoslle aos nenos o verdadeiro significado do valor, da grande riqueza.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “ensinemos” e “os nenos” e tamén corrixiu a concordancia de xénero entre “riqueza” e “gran”.
O gracioso é que non me sorprende en absoluto ningunha das dúas respostas xa que os culpables de elas somos nós e a sociedade na que vivimos.,O gracioso é que non me sorprenden en absoluto ningunha das dúas respostas xa que os culpables delas somos nós e a sociedade na que vivimos.,0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “sorprende” e “ningunha”, cambiando a forma verbal para o plural.”"
"De estas situacións moitas veces proveñen os casos de acoso ou ""bullying"" que se sofre tanto na escola como polas redes.",De estas situacións moitas veces proveñen os casos de acoso ou «bullying» que se sofre tanto na escola como polas redes.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre as comillas e o acento grave.
"Todos os deportistas, non tiveron un acceso ao carto rápido como di no texto.","Todos os deportistas, non tiveron un acceso ao carro rápido como di no texto.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “carto” e “carro”.
Pero hai outros cómo por exemplo cando unha nai ou un pai manda facer algo e non o fan.,Pero hai outros como por exemplo cando unha nai ou un pai mandan facer algo e non o fan.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “cómo” e “como”.
"Se ben é certo que a falta de mentes privilexiadas escasea, non creo que que os rapaces queiran ser futbolistas ou modelos sexa algo malo.","Se ben é certo que a falta de mentes privilexiadas escasea, non creo que que os rapaces queiran ser futbolistas ou modelos sexa algo malo.",0,"O output_corrector é adecuado xa que non se modificou o input_corrector, o cal non contiña ningún erro que corrixir."
Neste caso fala dese conflicto pero existen moitos máis.,Neste caso fala deses conflictos pero existen moitos máis.,0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dese” e “conflicto” e tamén entre “dese” e “conflictos”.
Non pensa nas repercusións que pode ter.,non pense nas repercusións que pode ter,1,"O output_corrector non é adecuado porque non se modificou o input_corrector, o cal contén un erro entre “Non pensa” e “non pense”, sendo o primeiro correcto e o segundo incorrecto."
A infancia e a mocidade soña con ser futbolista e modelo porque son traballos sinxelos e no que gañan moito diñeiro pero a realidade é que non todo o mundo pode ser futbolista ou modelo.,A infancia e a mocidade soñaban con ser futbolistas e modelos porque eran empregos simples nos que gañaban moito diñeiro mais a realidade era que non todos podían ser futbolistas ou modelos.,0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia verbal e a corrección de expresións como “son traballos sinxelos” e “no que gañan moito diñeiro”."
"Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida dexesamos dedicarnos algunha vez a algo relacionado con estes dous mundos.","Non só as novas xeracións están implicadas nestes ámbitos, eu creo que todos en maior ou menor medida desexamos dedicarnos algunha vez a algo relacionado con estes dous mundos.",0,O output_corrector é adecuado porque solucionou o erro do input_corrector entre “dexesamos” e “desexamos”.
"Eu penso que se debería empezar a apostar por unha sociedade na que se desenvolvan ámbitos como o do cine o do teatro ou algo que revalorize a cultura galega, unha das cousas que nos implica a todos e que por desgraza está moi pouco desenvolta.","Eu penso que se deberíamos comezar a apostar por unha sociedade na que se desenvolvesen ámbitos coma o da arte ou algo que valorizase a nosa cultura, unha das cousas que nos implican a todas e que por desgraza está moi pouco desenvolvida.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a falta de concordancia entre o suxeito e o verbo, e a corrección de ""cine o teatro"" a ""da arte"", mellorando a expresión."
"Se desenboca nisto, a familia terá un grave problema, posto que isto non axuda a súa unión, o contrario separaa máis.","Se desenvólvese neste, a familia terá un grave problema, pois isto non axuda á súa unión, senón que a separa aínda máis.",0,"O output_corrector é adecuado porque solucionou os erros do input_corrector, como a corrección de “desenboca” a “desenvólvese” e a corrección de “separaa” a “separa”."
"Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inespertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro solo no presente, en pasalo ben e disfrutar ata o último segundo de todo.","Pero aínda que nos comprendan teñen que nos marcar unhas directrices a seguir, xa que somos inexpertos e tomamos decisións aloucadas e sen unha previa meditación, e por riba non pensamos no noso futuro só no presente, en pasalo ben e desfrutar ata o último segundo de todo.",0,"O output_corrector é adecuado porque solucionou o erro do input_corrector entre “inespertos” e “tomamos decisións”, e tamén corrixu “disfrutar” a “desfrutar”."
"No texto temos o exemplo dunha filla, Vanesa, que discute cos seus pais porque quere ir mercar ropa nova e eles neganse coa excusa de que xa ten moita no seu armario.","No texto temos o exemplo dunha filla, Vanessa, que discute cos seus pais porque quere ir comprar roupa nova e eles négranse coa excusa de que xa ten moito na súa armaria.",1,"O output_corrector non é adecuado porque o corrector introduciu un erro entre “negase” e “eles” e tamén entre “moita” e “armario”, que non existían no input_corrector."
"O problema é que as veces a razón temola nos, e eles case nunca o admiten, e por isto que moitos adolescentes revelanse e o que podía ser unha simple conversación domestica convertese nunha grave discusión.","O problema é que ás veces a razón témolo nós, e eles case nunca o admiten, e por iso que moitos adolescentes revo...",1,"O output_corrector non é adecuado porque introduce un erro de concordancia entre o suxeito e o verbo, e tamén fai unha modificación que non é correcta."
Na época da adolescencia é moi común que a xuventude sea abariciosa e non se den conta do que implica comprar certas cousas.,Na época da adolescencia é moi común que a mocidade sexa avariciosa e non se decaten do que implica mercar certas cousas.,1,"O output_corrector non é adecuado porque introduciu erros no uso de verbos e no significado de palabras, como “abariciosa” e “avariciosa”, e tamén na forma de expresión “se decaten” en lugar de “se den conta”."
